label,message
0,okay
0,k...k...when will you give treat?
0,"hi kent, just a gentle reminder regarding your cousin\"
0,okay.
0,"ok, change all the black color iin desin to white"
0,hey hope u r good da
0,sorry for delay. am updating the servlets now. will let u know when done
0,yeap correct
0,tell me first
0,hmm hao bah.
0,message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com
0,haha yeah good night. happy new year.
0,u ask her last time la. if she rly want den break lo. since everytimealso she last min dun wan. now she can\
0,"the sensors will be ready for collection at kenda at <#> pm tml, cantell prof seah to collect. if not, monday they can deliver. i toldthem to make arrangements for delivery first.. if really want tocollect on our own tell me. but i don\"
0,wher r u?
0,okayokay but what\
0,wooo lol and who you saw?
0,my maison if i\
0,hey never see you online these 2 days... got activated or what? chosen your modules yet?
0,ask u something ... u do ve positive plus plus feeling for me
0,k d
0,hahaha by 5 is it? but i not going home anytime soon! you want loginmy fb ask my friends for me?
0,nope thats fine. i might have a nap tho!
0,i be goin from hm. wat time n where to meet?
0,hey... why dont we just go watch x men and have lunch... haha
0,m ok lor.
0,haha smile back! this one not lag yay!
0,tmr what time?
0,hahaha still! (:
0,i know.. depressing shit
0,"wow. you're right! i didn't mean to do that. i guess once i gave up on boston men and changed my search location to nyc, something changed. cuz on my signin page it still says boston."
0,good afternoon my boytoy. how goes that walking here and there day ? did you get that police abstract? are you still out and about? i wake and miss you babe
0,s nothing lah~
0,haha yups! ooo yeah!! i love soup:p hahaha why <#> ??
0,something wrong? we can call if you want love
0,k
0,msg me whether or not ya can make it. . k lar go sleep now k?nitez and sweet dreams. .
0,ba o bei *
0,"well, our army are well trained! u can always find general cheng todo all the dangerous stuff!"
0,:-( that's not v romantic!
0,lols 2moro check la. btw quiz 2moro?
0,my sis went out wif e car. think tdy cannot eat lunch wif u. maybe we just go cycling.
0,=o no cake or anything? should u make you a cake? =o
0,sian.
0,robotics room behind lt5 next to tkd toom
0,hey so is it on <#> rd
0,"hi ricky, we will be up in <#> mins."
0,guessin you ain't gonna be here before 9?
0,so u coming. should b at esplanade.
0,cool.. can you let ramees know that there is no need to worry?
0,oh k.i think most of wi and nz players unsold.
0,yeah i angry you. you pms me lo.
0,sweety darling i eat wuth the grouo k . eat lunch later dear kiss kiss u
0,hi andrew i\
0,thanks.. sorry i keep forgetting haha
0,in <#> . should be <#> mins
0,._.
0,towards the front but not all the way! okay!
0,yeah dun have much of a choice lol.... at most some part we justsmoke thru lol the tutor also like not very sure of nus marketingstrategy de also
0,lol you still havent enrol ah?
0,hai . . .
0,ll wait 4ü...
0,dar i at pantry now..
0,yup... taken oredi... thanx...
0,hmm. he ask me if can help him find part time pop corn helper.
0,heck la dun do first. eh ur holiday how long ar
0,almost
0,i registered 4 it liao... i put class 13 first den class 14...
0,ns talk!
0,"i wan try nuskin product so he bring me 2 buy lor. but we meeting ard 1.30 at plaza sing, u ok w it?"
0,drinking teh at home is not something to do lol
0,hai dear friends... this is my new &amp; present number..:) by rajitha raj (ranju)
0,yup no more already... thanx 4 printing n handing it up.
0,k
0,haha you really damn suay! i just said yeah we\
0,pls do cal me wn u get back my comp s out and vince cant find out de eror and my fin. project s due on tue. i hvnt done much
0,"hi , this is ur freshie frm algon. sry, didn\"
0,how come start of semester ptm?
0,ok
0,haha sorry i will be arriving late.
0,tell your friends what you plan to do on valentines day @ &lt;url&gt;
0,haha.. enjoy urselves.. dun go too ulu place wor.. i think seventhmonth not over yet..
0,okay! how to return your jacket! thanks for it btw!
0,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
0,ps was busy. erm i will send to lim tt by tonight
0,yea... i\
1,"pdate_now - double mins and 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia & bluetooth free! call mobileupd8 on 08000839402 or call2optout/!yhl"
0,i love to give massages. i use lots of baby oil... what is your fave position?
0,'just now crossed ariyalur de... will reach trichy in an hour.. from there to college... :-
0,no wad èn ü all can visit me or i visit ü.cos near nus wad.sorta haha-
0,got into <decimal> bus
0,you called?
0,na ji na ap kaho to bich me khada hojata hu.. just lyk a dhobi ka dog na ghar ka na ghaat ka:-p
0,haha yeah okay! lemme write in my notebook first! haha (:
0,hi i hv trnsfrd rs <#> to ur ac.rnt of arun .he wil pay rs <#> next mnth.
0,"i was in a weird underground restaurant, now i\"
0,<#> .
0,"eh if i aint coming back hostel tonight,my parents should email orcall boarding?"
0,daddy buy char shao shao rou rice for u?
0,ya...dat dae i check dun haf...so how? where u wan?
0,"haha awesome, i might need to take you up on that, what you doin tonight?"
0,tell if you like
0,so late? haha.
0,whats your msn?
0,yup i got see thanks for the notice
0,mystery solved! just opened my email and he's sent me another batch! isn't he a sweetie
0,ahaha! yeah
0,do you have a cd burner and cable?
0,'draw va?i dont think so:
0,wot tim u r goin?
1,"had your mobile 10 mths? update to the latest camera/video phones for free. keep ur same number, get extra free mins/texts. text yes for a call"
0,hey mr whats the name of that bill brison book the one about language and words
0,of cus i am impressed. going out for dinner first then gonna see a doctor.
0,oh! dun fall sick! if i\
0,u going it show tml?...
0,s0nu agar koi aur c0urier aaye to btana dhyan se..
0,at work?
0,come lah... ü wanna see ü leh ü
0,ll noe...
0,then can we talk abt mno at 1pm? or u\
0,po pa\
0,i have no idea!!
0,yea sup
0,oh... 2fast 2furious?
0,xd*
0,oh my haha we chat until damn late! and i realised we didn\
0,"are you being good, baby? :)"
0,hahaha happy new year. thanks alot. sorry you are?
0,taking a dump now. oops.
0,"there are ways eh. about weiting right? i today go sch help to ask myclassmates, see if they know."
0,its about <#> bucks nett. aiyo the seats very hard to book 1 leh.somemore they just called me to confirm booking.
0,please da call me any mistake from my side sorry da. pls da goto doctor.
0,"at lab now. just lok for me after meeting, i wait you."
0,u don\
0,is it your yahoo boys that bring in the perf? or legal.
0,s e gals who r laughing at me lor...
0,amusing.
0,"hey divya, can you meet ramees at yih and help collect my router from him?"
0,always be happy
0,ok
0,hey when are you coming?
0,haha yeah i might have gone before coz i had one uncle celebrate hisson\
0,thanks!!
0,train le. dar
0,what about now?
0,dinner yo
0,yeah =/
0,ok lor... but buy wat?
0,"honey ? sweetheart ? darling ? sexy buns ? sugar plum ? loverboy ? i miss you, boytoy ... *smacks your ass* did you go to the gym too ?"
0,utar li?
0,aah bless! how's your arm?
0,"then it can moisturise our skin. and rub in circular motion. u wash face, tone,then put a bit of jelly and cream onto ur hand,and tap it on your face,"
0,s u .. not me ..
0,i\
0,can.. c u at ps...
0,oh abt ibm...din wan it...but kena psychoed by alot of pple to choose quality over looks...haha
0,ok can. then about <#> or so can reach tiger brewery. pk will callme accordingly la.
0,haha princess will become queen one day! my queen! lol... wow <#>hour so good! lol... sleep more then skin smoother lol
0,coming back for lunch?
0,好看吗
0,ü submit your form a already a not?
0,i asked joe help me sign up dunno he have nt. jus go for fun lo
0,s dietin...
0,at kap alr
0,my school friend
0,i ate not long ago but can join u for light snacks?
0,yo wanna meet for dinner?
0,yup...
0,want to finally have lunch today?
0,i\
0,':-
0,nope. now going tamp
0,how come?
0,gosh are you online now?
0,'no prob :
0,lols! i got my berton :d gonna run <#> s. jkjk
0,m wif him now buying tix lar...
0,"/\""\"
0,hmmm that\
0,he\
0,hee. orh!! tutor lending me lab coat. frenly
0,will you like to be spoiled? :)
1,"you ve won! your 4* costa del sol holiday or â£5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, costâ£1.50/pm, max10mins"
0,meeting is cancelled.
0,i\
0,shitz they rush back then never buy
0,what msg. i still havent on my com.
0,'when nails r growing we cut our nails
0,dunno the organisers dam fked up. waste time
0,hahaha omg so cool!!! sian we don\
0,'nature:
0,but he\
0,hmm okay.
0,t have one actually. anywhere else i can meet you?
0,s taking forever.
0,hm... okay. i need to go collect my laptop. you call me when you are done?
0,she has mailed the marks to ur exchange mail.
0,hmmm ok i meet u there lor.mrt.
0,hmmm.i think those breath oso considered 1k.
0,"nah, wednesday. when should i bring the mini cheetos bag over?"
0,what time ü end then? we are at og
0,"kk, thks for reminder. seeya"
0,"hi, u r now who"
0,"lg, u gt chanhe anything to editor?"
0,ok andreu. wishing u a hapy n safe journey. may god bles u. shal v send auto or can u find one. keep us informed on ur way.
0,leaving.hse mug
0,"hi ppl, let\"
0,eh no im just kidding lol
0,once you are happy
0,wait wait the barbell stuck in my abs
0,ok. so i see u 2pm at orchard mrt.
0,haha i will try the cake today...
0,what ditched... i really didnt mean it..
0,"walking over now, it\"
0,i\
0,begin:vcard\nversion: <decimal> \nn:;anto.bro;;;\ntel;cell:+ <#> \nx-class:private\nend:vcard
0,oh nice! how is it?
0,its at t3! ohh today never buy?
0,wow i guess woke up. lol. i bout <decimal> reach? haha
0,only once then after ill obey all yours.
0,dar reach home le hor?
0,morning pig ~~~ my pocket money just increased!!!!!
1,"u've been selected to stay in 1 of 250 top british hotels - for nothing! holiday valued at â£350! dial 08712300220 to claim - national rate call. bx526, sw73ss"
0,dunno da next show aft 6 is 850. toa payoh got 650.
0,"haha ecology, inorganic chem and biochem! not say super good ah justbetter than i expected!"
0,the coach of the boiler is tomorrow morning ... :(
0,lol heng haha.
0,yo im right by yo work
0,"hey, i bought 2 tix le. see u on <#> th ar! haha."
0,"andrew, berny gav me an envelop2 gv u somtime ago.i just rememberd. i am trying2find t.wl gv u on wednesday"
0,oh oh... wasted... den muz chiong on sat n sun liao...
0,iiiii\
0,hahaha whyyyy very funneh mehhhhh
0,jus? nvr le
0,lol its gonna be harder than that to keep me away.
0,okay lah u see whether can do anot n wat the rest say bah. iunderstand your concern. haha.
0,never be sad
0,ok can we meet at 6 then?
0,haha. if u want. i\
0,waaaa okay lan party!!
0,i.ll post her out l8r. in class
0,"ok, thanks"
0,at which place i shuld infm u? *call jordon at rs. <#> /-.dial <#> to activate my <#> *
0,lol wads the name of the bus stop
0,dear i love u smuch. kisses
0,post!
0,hehe hasu bs apke liye special mesage dhundha tha.. btw aap ajkal aate nai mig pe.. apki yad ati he..
0,it\
0,ok. then i get ready 2 get out now.
0,am i meeting you guys?
0,which bus shall i take? where to stop? you still stay in the same hall and room?
0,ah okayy. then got things to do before you reach mah?
0,yeap yeap.
0,it depends on the languages i end up on =o
0,later when u call me call my hand phone k...
0,m not study yet.
0,who is this
0,"hi andreu, good morning! found the receipt? may god bles u."
0,yup. rraching clemeti station soon
0,cheh... monday swim/gym?
0,7 at esplanade.. do ü mind giving me a lift cos i got no car today..
0,i knew that this would happen ._. only problem is how i am supposed to bring it by bus
0,she is ok dear
0,gud ni8!
0,ok i\
0,take care
0,i'm at home. please call
0,yup hee sayang u back
0,dulan. got anywhere to pay foosball?
0,oic. okay okay.
0,sigh i am disappointed.
0,i'm going for bath will msg you next &lt;#&gt; min..
0,haha yiyun? oh yes change no nvr tell me nt my fault arh starhub got contract min 3 months tink they mght nt tk ü leh
0,'in my email i believe. hotmail de
0,like my house and hostel room.
0,'good evening:
0,ok
0,i dint tel u 2 luv me... i jst said dat i luv u... it is true....
0,is ur paper today in e morn or aft?
0,"nimbomsons. yep phone knows that one. obviously, cos thats a real word"
0,'yeah
0,na i\
1,"free2day sexy st george's day pic of jordan!txt pic to 89080 dont miss out, then every wk a saucy celeb!4 more pics c pocketbabe.co.uk 0870241182716 â£3/wk"
0,i can fly with my umich... if i don\
0,hmmm.tats like as ex as the sony a <#> .haha.
0,buzzzz! *grins* did i buzz your ass? buzz your chest ? buzz your cock ? where do you keep your phone ? is the vibrator on ? did you feel it shake ?
0,"okie... but i haven reach yet, dunno still got seats anot... pinky not comin oso..."
0,nope... will b bz packin my luggage... goin aust 4 hols...
0,no but i gotta transfer it first.
0,do u like red heads?
0,hav u decided yet? which one u goin for?
0,where are you?
0,tml morning u free for tennis?
0,yes oh.
0,u with da jie?
0,hey yun. i cant go for facial with you... late for tuition... so prob i will end late too... sorry!
0,did u mean to type a heart?
0,"ehh wow i just got both your msgs! haha i anyth, free now all the way!"
0,4 _ 4 _ 4 _ 4= <#> u can use any mathematical sybol inbetween. solve it
0,haha yeah i know you aren\
0,thanks!
0,nice!
0,call mi hp
0,oh k k...
0,there's no point hangin on to mr not right if he's not makin u happy
0,are u in bed already? i just reach home actually
0,i finished my lunch already. u wake up already?
0,"yah lor having alone. tdy lect end at 1. at least u get to drive out to fetch ur mum, shd not be dat bored."
0,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. take cr da"
0,'its ok chikku
0,"ask bernard lor, i\"
0,haha um going drinking with mum eh sorry
0,"okay, can we come on tuesday? we\"
0,have u come 2 rum? good nite. may god bles u.
0,luck isn\
0,baobei reach where le?
0,ya lor me too! muacks u back
0,status 9ra3zaqc
0,yes finish everything! hee.
0,hmmm..
0,yo drinking cancel dey. let\
0,yea they went there from promenade. usb3 nowhere near <#> times la.<decimal> in was abt <decimal> times.
0,jesslyn from sajc mentorg.
0,okay! haha.
0,lol you sit cab over eh.
0,then they all die same time! haha the speeches so full of smoke!
0,yoz good morning hehehe
0,should i have picked up a receipt or something earlier
0,oh tt. eh nid study wad ar or nxt wk
0,haha psps!! i was sleepy so not thinking clearly :p omg wow i\
0,how come?
0,so what r we doing for dads bday? should we just take food to his house?
0,okay loh. haha. i\
0,lol does it also include what he says about chasing out north indians from mumbai?
0,can\
0,sorry!!!!
0,kk
0,alright lol
0,me 24 m malay chinese sarawak. n u?
0,"the propolis cream is for sensitive skin, anti bacteria, lighten scar. jelly can penetrate into èthird layer of our skin."
0,tuesdy
0,"btw, her class ends at 3pm but she\"
0,oh... nice at least its in transcript
0,oh i go take a look tonight
0,hey they haven\
0,we need to discuss. budget is ard 100-150.maybe perfume or purse loh...
0,lg eat le. today aunty came over.
0,<url>haha ps i cannot type out the jap name so cannot find the original!this one is spanish subs i think! haha okay i will!
0,ok. very good. its all about making that money.
0,hahahaha.the <#> companies sounds alot too.lol i think u din see me cos i was at the last row.haha.not ur eyesight.lol.oh ok i wan to find internship too but during the holidays.wat company u applied for?
1,not heard from u4 a while. call me now am here all night with just my knickers on. make me beg for it like u did last time 01223585236 xx luv nikiyu4.net
0,jus finish bathing...
0,sounds great! are you home now?
0,whaaaatttt? no way!!
0,heh alright. maybe i will go down to bss tmr to talk to mr leongabout the camp.
0,yeah!! i bought a reebok cap got 9 bucks!^^
0,0k bhai try kar plz kafi tym bd mauka mila he
0,lol yeap.
0,ok lor then we go tog lor...
0,like??
0,jus finished avatar nigro
0,zao an! sorry was already asleep when you sent that message... gotexam later; wish me luck oh!
0,orbch <#>
0,it read suay as sissy lol oh no my goodness yucks terrible! haha i\
0,hurry home u big butt. hang up on your last caller if u have to. food is done and i'm starving. don't ask what i cooked.
0,steady. help us plan optimal one. hee
0,i wont touch you with out your permission.
0,"uhh i was cleaning up my desk and my nose decided to run; you guys move on ahead and settle down first, i\"
0,hi ppl! tmr there\
0,"my beautiful girl, u have made me so happy everyday since i met u.faster get well sweetheart. i\"
0,jus finish watching tv... u?
0,oh the part whereby xy added the changing of price from sellerperspective is at my side. he shld be doing it at your side though.maybe tml when we meet then tell him bah.
0,eh... i dont go for bashes so you have fun there! go and hook a guy back
0,??????????
0,i had askd u a question some hours before. its answer
0,the 2 oz guy is being kinda flaky but one friend is interested in picking up $ <#> worth tonight if possible
0,yup song bro. no creative. neva test quality. he said check review online.
0,hospital. we leaving soon
0,wan su ah wan su. did u send me your survey?
0,my robot was in sch since last last week :/
0,yeah i barely reached b+. hopefully ca\
0,when coming back
0,haha hao de! jia you le!
0,haha ya late.haha.just got on train sia.yday study ng boon yuen until abit late.
0,lol then u where got free sia.saturday nite or sunday afternoon sibo?
0,e
0,aight haha
0,uhh who has the spre ubec now
0,macho practice finishd.nw goin hm.dam tird.cl u latr.hp u fin.t.c.g.b
0,happy valentine\
0,der
1,"loan for any purpose â£500 - â£75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'"
0,haha okay thanks!! (:
0,want go swimming tml morning?
0,"a.r.senthilkumar,hsbc bank, <#> ,race course road,srivari gokul towers, coimbatore- <#> ."
0,hoho
0,i need to have my stats notes back. when r u free to mit up?
0,the same here!!
0,how r u?
0,ya. haha i got consulting lec at <#> pm but wanna eat earlier. icall u when i reach sch? shun bian i wanna go buy the bash tix. haha.
0,haha so sad t.t... ur mum force u eat arh lol... ehub lo lol... hahaok lo lol... wait tml no seat then we sit staircase lol.... haha thendun do lo tml then do on the spot
0,haha then you decide bah lol. i fine with the date and time. haha
0,"i got arrested for possession at, i shit you not, <time> pm"
0,where u now
0,ok good then i later come find ü... c lucky i told ü to go earlier... later pple take finish ü no more again...
0,wer r u?
0,"'i got 2 compulsory books.. dunno if you hav or not.. ""interactive computer graphics: a top-down approach using opengl"" and ""computer graphics: principles and practice"
0,hahahaha yup then you can share your experience with your members inthe future.
0,lol give out your rings.
0,ok
0,"response is one of d powerful weapon 2 occupy a place in others 'heart'... so, always give response 2 who cares 4 u""... gud night..swt dreams..take care"
0,"hey simon, sorry ar. got hear any thing from your bosses regardingthe project? if don\"
0,"if e timing can, then i go w u lor..."
0,thanx a lot...i tink u go learn some korean vulgarities then go scoldthe person at embassy?...maybe they scare of u will give u urvisa...haha...
0,"tse, can help lewis and yuanwei print odac form?"
0,i said u shut up.
0,<email> u\
0,"hi, mobile no. &lt;#&gt; has added you in their contact list on www.fullonsms.com it s a great place to send free sms to people for more visit fullonsms.com"
0,the meeting is at basement
0,"ok, seeyou tmr!"
0,early to class? lol
0,lol sia.ok.zeng fone too much cui already haha.
0,fun le. ur <decimal> improved wad
0,you didnt complete your gist oh.
0,forgot pass to u.... gg
0,in dream aha.
0,i\
0,wwww just realized i\
0,ok!
0,hey u returning 2day?
0,no la cca lols
0,haha.. i\
0,a <#>
0,yay! one more stop to yishun. kisses
0,no then it costs money
0,bhai tune wo ebay pe dekha jo mangwana tha n 2 addres de jispe tu pr0duct mangwaega.. abi msg pe bt kar bhai cal pe bt nai kr sakta..
0,if you have nothing to do when you reach i can go down!
0,thx
0,"i got b+ for 3214, b for comp sec and c+ for calculus."
0,oh~~~ lum si wo le~~~ lol... so caring gf i have.. slurp slurp* yahaha but the big fish also got twist lol
0,joel parents dun allow. yh parents tink he going out with cherie lmao
0,ya sure. let me know when you reach
0,"ohh its a condo, wow quite nice!"
0,sounds great man thanks!
0,when i have stuff to sell i.ll tell you
0,ahhhhhh i dont know ehhh
0,networking job is there.
0,aiyo i go party le
0,hahaha about <decimal> ? im taking <#> now.
0,signals
0,right <#> mins
0,lol okay.
0,im on <#> to market.
0,wat time coming back
0,"not for possession, especially not first offense"
0,have u come 2 rum
0,haha okay i go find you now.
0,wargh bang bang bang
0,ok sure thanks!
0,"nooo, then whoever late have to treat koi!"
0,i've been searching for the right words to thank you for this breather. i promise i wont take your help for granted and will fulfil my promise. you have been wonderful and a blessing at all times.
0,':
0,"leaving now, roads still jammed. don\"
0,she free??
0,ur monday din go one got minus? hmmm see wat craving we have tml!lol... haha ya lo u got 2 other show to watch! lol so touchietouchie~~~ give.u another virtual kiss *muack*
0,"yo d, i printed your thing le! btw, can help me see if my tiomanbooklet is at home? the cover page is a setting sun i think! if cannotfind then nvm bah but would be good to have! thanks!"
0,joy's father is john. then john is the name of joy's father. mandan
0,are you working late dear?
0,could you lent me m8 ?
0,haha pretty alright.. had some stupid ceremony in e morning..trying to make new frens n neighbours lor..hee
0,"yup, i\"
0,will reach harbour front mrt station in <#> min
0,are you doing stuff today maybe?
0,"a.r.senthil kumar,鈥〩sbc bank,鈥??8,race course road, 鈥??"
0,can i meet ã¼ at 5.. as 4 where depends on where ã¼ wan 2 in lor..
0,hey wanna meet for dinner later? having chicken rice. <decimal> pm @potong pasir mrt busstop
0,oh fainted haha i\
0,u will switch your fone on dammit!!
0,he with his whole family my friend. please get something fun to do next week.
1,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+
0,lol okay.
0,opps din know u all got camp briefing. wad time will u be in np?
0,6 since fabian ends at 6. i\
0,ah great thanks
0,okay.
0,wait there at the gallery. will find my own way.
0,weds got nothing meh
0,ugh just got outta class
0,shld be ard 4 to 5 bah. what time e thing starts ar..
0,hi people! please check your emails regarding our preparation for ourtrip to japan!(:- cheryl
0,haha ehh i dunno i think if i am annoyed i will give you warning dehaha so unless you cont doing the thing i\
0,kindly send the mail to <email> . . . <email> . . .
0,can you pls send me that company name. in saibaba colany
0,"a cute thought for friendship: ""its not necessary to share every secret with ur close frnd, but watever u shared should be true""...."
0,rohit now.
0,congrats! haha my last chinese lesson before exams is about to begin._. haha what other issues xd
0,seriously! nana told me i \
0,red bucket your council campaign picture
0,omg did you read tt\
0,'we bought new car:
0,i always come this late wad... mayb jus do major grps lo
0,no. yes please. been swimming?
0,good night aiya. bye. god blz u.
0,luck isn\
0,hey so is it on <#> rd
0,hi dad how are you?
0,you know any good c programming websites ?
0,can you help me print some documents? i sent them to your hotmail already.
0,mr lee i an not free on both day b4 1...
0,book one court is enough ya..
0,htcdroid
0,hey... tmr wawa cant make it... we go another day?
0,where?
0,yeah got it day.. awesome gift! :p thank you!
0,do you have ruby\
0,ya.. coz i didn\
0,what do you do?
0,have
0,just the processor and the fan. but i dunno if i still have thebox... it\
0,re at e green room at e end of e lib.
0,k..u also dont msg or reply to his msg..
0,"plz note: if anyone calling from a mobile co. & asks u to type # <#> or # <#> . do not do so. disconnect the call,coz it iz an attempt of \"
0,"i met you as a stranger and choose you as my friend. as long as the world stands, our friendship never ends. lets be friends forever!!! gud nitz..."
0,hey... am i gonna see you next sem?
0,hi there! happy cny! this is my new hp number effective from monday onwards!
0,yeah
0,hey nat.. long time no hear.. how r u?
0,lol wts fast lol kk
0,yes!! hahaha blue!!!
0,i\
0,good morning princess! have a great day!
0,please call me
0,ok. see ya later.
0,we r on e right side...
0,hi its kate can u give me a ring asap xxx
0,okay can.
0,hahhahah kk kk (:
0,<#> .
0,thanks channel5 for this great show you guys rock!
0,"sorry, i\"
0,yea haha
0,call call
0,many more happy returns of the day. i wish you happy birthday.
0,what is ur i help u register for one more the marketing study le! itis on fri <decimal> 2 week later then after that can go lec haha...left 2 more i dunno wat timing u want so u decide urself bah!
0,"hi sue, we decided to extend by one week. so extend till <#> july. can we do this informally w/o contract? also does desmond havefurniture he wants to dispose of from our apartment? we may be ableto move it out for him."
0,hee.. chou baobei ur wifely sends u a reminder that u\
0,nearest sheng siong? or ntuc also can actually. as long as the thingsare cheap.
0,gyming at sch. aft exam den jio u!
0,haha why sorry! its good to sleep early (: morning!
0,"sowee poo poo, no angwy... niao niao love u..."
0,"s y she gave us e solns 4 tose qns lor... aiya, e lecturer very slow lor, dunno if he can finish tis wk anot..."
0,thanks. fills me with complete calm and reassurance!
0,ok etching done i can probably finish drilling by tonight
0,hmmm.... after my drivin den free lor... y?
0,yup. can i get xt and eve to buy mcchicken for helpers?
0,was playng 9 doors game and gt racing on phone lol
0,"dum dum.. i know why u got so many ulcers tgt le! coz u toostress..avoid spicy, acidic and very hot food and rinse your mouthafter eating k.. supposed to help a bit. hee. and think of me andrelax a bit! love u!!"
0,a.rajkumar. lion brewery ceylon plc. this is my new mobile no. <#>
0,:/ fine fine i shall do!hahaha
0,all the best for your paper! jiayou! good night! :d
0,"dillon chew wei xuan, <email> , <date> <#>"
0,yeah. my dad was even thinking of going to your door
0,the dr rooms at com2 leh?
0,smscastle quote 4 students- 2 days before the exam-we refer foreign author 1 day before exam-we refer local author on the day of exam-we r the authors.
1,"u can win â£100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.ldew.com skillgame,1winaweek, age16.150ppermesssubscription"
0,"ok got it. to get to my place you gotta take lift near letterboxes tolevel 7, walk corridor then to level 6."
0,k..thanks..
0,it\
0,re your call; you didn't see my facebook huh?
0,'nope sorry
0,reach le mah? have fun!!^^
0,laopo darling <#> !
0,hee love wifey
0,after lunch
0,container lo
0,eh later <decimal> will i still be in school or go back hall le?
0,going to eat dinner soon le. thanks.
0,im wait now at the office!
0,lols <#> ! can slp <#> mins hahas. eh my math honor teacher wang hai bin!
0,so u wan 2 come for our dinner tonight a not?
0,'aww thanks bro... you noticed before me! =p i love you so much... wecan play scribblenauts later todaymorrow if you want =
0,lol.
0,argh! i failed my midterm! damn sad.
0,nothing is gonna happen to me .. so please leave me alone:(
0,satay!!!! on <#> lo hre
0,okayyy... i cannot tell if you\
1,i am hot n horny and willing i live local to you - text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk: 02085076972 reply stop to end
0,yeah im serious lol. im still at the bus stop.
0,ok i reach liao...
0,didi rechrge kar <#> ka
0,oic
0,you think i shld take how many? i feel like takin 4 leh like don waste last sem.. treat the cl modules as extra one lo...
0,ok then i come n pick u at engin?
0,dear i go mrt there
0,room
0,when u photocopying?
0,just sleeping..and surfing
0,m starting a yahoo gp 4 e class...can give mi ur email add?
0,weeeee\
0,no message..no responce..what happend?
0,"hi,man"
0,'yes..he is really great..bhaji told kallis best cricketer after sachin in world:
0,just ate some apples. watching tv now.. u?
0,ohh nvm do you mind if chester and ryan comes? i think chester can make it o.o
0,we will meet soon princess! ttyl!
0,on bus
0,lol i mean borrow from her first.
0,where u now??
0,usually the body takes care of it buy making sure it doesnt progress. can we pls continue this talk on saturday.
0,tell your friends what you plan to do on valentines day @ <url>
0,ok can. or tml lor dear today i eat with mama
0,il cm at abt <#> pm k
0,okay shall remove \
0,i din noe mah so i cum sch liao then found out... waste my time...
0,lols going arp talk
0,five min away
0,baba wants u 2 give that apli 2 hostel.u sign c v virgini in normal riting.keep a sample 2 show baba.she\
0,sure no problem.
0,all just fooling me
0,yes. but at least it ate quite a lot of the worms. very cute when itis eating.
0,"hi ben i think my mum needs an appointment to extract tooth, anytimeafter ur exams?"
0,hi fon
0,yo after 5 plus free??
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
0,i love u 2 my little pocy bell i am sorry but i love u
0,i thought she\
0,hmmm... i dun mind meetin still lor...
0,"your call, but we do only have the one coupon.. so maybe ditch? =p"
0,s e test period... so where are u studyin now? doin wat...
0,u use melody as ur pic right?
0,hee. can
0,u reach home den let me noe lah..
0,ok
0,is this your number or sister\
0,kemp unsold ah?
0,yuxiang\
0,i dont know. the bus refuse to come.
0,hey loosu.
0,no man. fighting isn\
0,are we grocery shopping tomorrow? i nee to know when so i can knowif i can go with my friend
0,'hi:-
0,ohok
0,k thanks.
0,no wahala
0,dearie i waiting for bus. just missed two busses.... cn wait at trainplatform?? kiss u later. muuacks
0,haha how much will it cost?
0,tanah merah le
0,'thanks day! :-
0,but not like it is graded wat fb post only i type out before i tinkone mah... like that also must say me i very pek chek le lo... make mefeel like not using english for the rest of my life
0,inside v hard to park...no jam on the jalan bahar...justreach...ssetting food...
0,"hello, my love. what are you doing? did you get to that interview today? are you you happy? are you being a good boy? do you think of me?are you missing me ?"
0,i am literally in bed and have been up for like <#> hours
0,dis is satya ra wr r u?
0,not feeling well den dun wan stay long lor..
0,"btw, the job i mentioned just now is work with me lah. this comingwkend at tampines mall. see if u can make it. haha. but your interviewon fri is at 4 right?"
0,k. 8 am tomorrow. where to meet?
0,haha but <#> mins omg! and no one called! usually i\
0,yetunde i\
0,goodnight ryan dear <3
0,hahas! wat time going
0,tu kya khai?
0,what elevator? i\
0,remind u wad oo
0,tml afternoon u not free for lunch buffet right?
0,holding dept too
0,"haha whatever it is, its still stupid to ask us in the assignment.the last part of the assignment always ask personal qns, but dontexpect a real personal ans."
0,he playing??
0,hahaha that\
0,gm where?
0,i know but you need to get hotel now. i just got my invitation but i had to apologise. cali is to sweet for me to come to some english bloke\
0,love u too dar
0,'hi violet
0,s it hanging?
0,"hi. ordering japanese food for you. may be slightly late, is that ok?"
0,6pm@ ur house?
